Date,VOLATILITY INDEX VOLUME,VOLATILITY INDEX OI,S&P 500 Variance Volume,S&P 500 Variance OI,Corporate Bond High Yield Volume,Corporate Bond High Yield OI,Coporate Bond Liquid Investment Grade Volume,Coporate Bond Liquid Investment Grade OI,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX VOLUME,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX OI,BIT COIN VOLUME,BIT COIN OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,CBOE EMERGING MKT VOL INDEX SEC. FUTURES VOLUME,CBOE EMERGING MKT VOL INDEX SEC. FUTURES  OI,Nasdaq-100 Volatility Index VOLUME,Nasdaq-100 Volatility Index OI,CBOE Short Term Volatility Index VOLUME,CBOE Short Term Volatility Index OI,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE VOLUME,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE OI,CBOE GOLD ETF VOLATILITY INDEX VOLUME,CBOE GOLD ETF VOLATILITY INDEX OI,CBOE OIL ETF VOL. INDEX SEC. FUTURES VOLUME,CBOE OIL ETF VOL. INDEX SEC. FUTURES OI,CBOE Mini-VIX VOLUME,CBOE Mini-VIX OI,RPX - Radar Logic 28 Day Real Estate Index VOLUME ,RPX - Radar Logic 28 Day Real Estate Index OI,3-Month Variance Volume,3-Month Variance OI,12-Month Variance VOLUME,12-Month Variance OI,CFE US Gas at the Pump VOLUME,CFE US Gas at the Pump OI,CFE Midwest Gas at the Pump VOLUME,CFE Midwest Gas at the Pump OI,CFE Rocky Mountain Gas at the Pump VOLUME,CFE Rocky Mountain Gas at the Pump OI,CFE East Coast Gas at the Pump VOLUME,CFE East Coast Gas at the Pump OI,CFE Gulf Coast Gas at the Pump VOLUME,CFE Gulf Coast Gas at the Pump OI,CFE West Coast Gas at the Pump VOLUME,CFE West Coast Gas at the Pump OI,CHINA INDEX FUTURES VOLUME,CHINA INDEX FUTURES OI,CBOE S&P 500 BUYWRITE INDEX VOLUME,CBOE S&P 500 BUYWRITE INDEX OI,CBOE Nasdaq-100 Volatility Index VOLUME,CBOE Nasdaq-100 Volatility Index OI,DJIA Volatility Index VOLUME,DJIA Volatility Index OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI
9/8/16,164975,561027,0,0,,,,,0,0,,,0,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/16,523139,533732,0,0,,,,,0,0,,,24,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/16,504883,511884,0,0,,,,,0,0,,,99,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/16,658724,479146,0,0,,,,,0,0,,,51,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/16,369315,457381,0,0,,,,,0,0,,,16,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/16,332243,459123,0,0,,,,,0,0,,,16,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/16,301407,453853,0,0,,,,,0,0,,,16,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/16,315165,465694,0,0,,,,,0,0,,,42,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/16,290967,472289,0,0,,,,,0,0,,,22,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/16,340283,497225,0,0,,,,,0,0,,,0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/16,263402,480985,0,0,,,,,0,0,,,71,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/16,228436,479063,0,0,,,,,0,0,,,30,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16,227119,475810,0,0,,,,,0,0,,,5,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/16,243267,475038,0,0,,,,,0,0,,,0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16,213885,482158,0,0,,,,,0,0,,,35,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/16,375982,491864,0,0,,,,,0,0,,,50,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/16,257318,486529,0,0,,,,,0,0,,,10,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/16,185347,482946,0,0,,,,,0,0,,,27,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/16,279385,484069,0,0,,,,,0,0,,,20,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16,182418,492854,0,0,,,,,0,0,,,6,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/16,166221,500532,0,0,,,,,0,0,,,27,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/16,246875,497363,0,0,,,,,0,0,,,1,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/16,156300,503774,0,0,,,,,0,0,,,20,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/16,369546,493146,0,0,,,,,0,0,,,2,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/16,264704,507855,0,0,,,,,0,0,,,0,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/16,409589,461950,0,0,,,,,0,0,,,40,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/16,287638,461647,0,0,,,,,0,0,,,1,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/16,241367,471726,0,0,,,,,0,0,,,50,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/16,242503,474938,0,0,,,,,0,0,,,16,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/16,201447,481000,0,0,,,,,0,0,,,5,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/16,178162,441026,0,0,,,,,0,0,,,25,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/16,180588,443291,0,0,,,,,0,0,,,1,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/16,159340,444341,0,0,,,,,0,0,,,0,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16,179248,438418,0,0,,,,,0,0,,,3,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/16,204205,440083,0,0,,,,,0,0,,,6,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/16,221370,435142,0,0,,,,,0,0,,,96,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/16,341509,431265,0,0,,,,,0,0,,,50,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/16,212056,432632,0,0,,,,,0,0,,,46,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/16,328830,430340,0,0,,,,,0,0,,,40,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/16,286912,425461,0,0,,,,,0,0,,,2,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/16,319443,435174,0,0,,,,,0,0,,,34,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/16,354525,424968,0,0,,,,,0,0,,,29,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16,337152,421100,0,0,,,,,0,0,,,52,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/16,331070,413088,0,0,,,,,0,0,,,22,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/16,644892,410137,0,0,,,,,0,0,,,58,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/16,505010,419869,0,0,,,,,0,0,,,135,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/16,311119,416326,0,0,,,,,0,0,,,129,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/16,280440,416229,0,0,,,,,0,0,,,70,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/16,323553,451890,0,0,,,,,0,0,,,26,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/16,232815,440784,0,0,,,,,0,0,,,0,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/16,201498,385715,0,0,,,,,0,0,,,0,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/16,191834,389339,0,0,,,,,0,0,,,0,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/16,155042,391004,0,0,,,,,0,0,,,20,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/16,177585,391032,0,0,,,,,0,0,,,1,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/16,136297,400082,0,0,,,,,0,0,,,5,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/16,86615,401948,0,0,,,,,0,0,,,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/16,163547,406269,0,0,,,,,0,0,,,11,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/16,125047,409603,0,0,,,,,0,0,,,10,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/16,187024,414550,0,0,,,,,0,0,,,11,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/16,236965,405289,0,0,,,,,0,0,,,22,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/16,188172,402839,0,0,,,,,0,0,,,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/16,256084,416981,0,0,,,,,0,0,,,82,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/16,194868,432475,0,0,,,,,0,0,,,36,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/16,227323,438985,0,0,,,,,0,0,,,19,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/16,260852,433867,0,0,,,,,0,0,,,9,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/16,185375,442537,0,0,,,,,0,0,,,10,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/16,179616,444540,0,0,,,,,0,0,,,82,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/16,245328,446720,0,0,,,,,0,0,,,15,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/16,320141,449507,0,0,,,,,0,0,,,17,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/16,248659,450098,0,0,,,,,0,0,,,47,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/16,267462,451204,0,0,,,,,0,0,,,6,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/16,234572,464300,0,0,,,,,0,0,,,56,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/16,263112,463211,0,0,,,,,0,0,,,74,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/16,162045,456790,0,0,,,,,0,0,,,28,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/16,154166,406992,0,0,,,,,0,0,,,20,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/16,109408,403410,0,0,,,,,0,0,,,0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/16,96418,412313,0,0,,,,,0,0,,,0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/16,160032,403602,0,0,,,,,0,0,,,39,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/16,127934,399908,0,0,,,,,0,0,,,40,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/16,153495,396680,0,0,,,,,0,0,,,5,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/17,227378,412069,0,0,,,,,0,0,,,0,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/17,218010,435515,0,0,,,,,0,0,,,12,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/17,167765,441930,0,0,,,,,0,0,,,0,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/17,214566,456407,0,0,,,,,0,0,,,6,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/17,213514,470053,0,0,,,,,0,0,,,10,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/17,228576,480207,0,0,,,,,0,0,,,20,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/17,275087,487004,0,0,,,,,0,0,,,52,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/17,322648,498866,0,0,,,,,0,0,,,15,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/17,284991,513764,0,0,,,,,0,0,,,10,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/17,369416,538014,0,0,,,,,0,0,,,37,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/17,267776,513059,0,0,,,,,0,0,,,2,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/17,199619,459716,0,0,,,,,0,0,,,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/17,238789,469800,0,0,,,,,0,0,,,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/17,186529,464571,0,0,,,,,0,0,,,12,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/17,235607,478658,0,0,,,,,0,0,,,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/17,182878,477722,0,0,,,,,0,0,,,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/17,168532,480221,0,0,,,,,0,0,,,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/17,166253,492832,0,0,,,,,0,0,,,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/17,278894,483306,0,0,,,,,0,0,,,5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/17,227123,481761,0,0,,,,,0,0,,,5,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/17,258398,498590,0,0,,,,,0,0,,,16,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/17,209653,505801,0,0,,,,,0,0,,,7,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/17,208706,518413,0,0,,,,,0,0,,,5,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/17,195847,526071,0,0,,,,,0,0,,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/17,220971,536268,0,0,,,,,0,0,,,23,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/17,279325,558047,0,0,,,,,0,0,,,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/17,277177,573716,0,0,,,,,0,0,,,8,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/17,245317,605401,0,0,,,,,0,0,,,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/17,266680,613004,0,0,,,,,0,0,,,7,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/17,377978,642591,0,0,,,,,0,0,,,33,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/17,412143,631702,0,0,,,,,0,0,,,30,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/17,340811,551073,0,0,,,,,0,0,,,10,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/17,239728,552341,0,0,,,,,0,0,,,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17,214344,552740,0,0,,,,,0,0,,,5,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/17,220086,558696,0,0,,,,,0,0,,,5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/17,275933,569600,0,0,,,,,0,0,,,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/17,315403,583821,0,0,,,,,0,0,,,1,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/17,182934,592253,0,0,,,,,0,0,,,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/17,238286,586674,0,0,,,,,0,0,,,21,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/17,254818,589852,0,0,,,,,0,0,,,40,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/17,238129,589608,0,0,,,,,0,0,,,10,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/17,224915,591352,0,0,,,,,0,0,,,0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/17,173616,600102,0,0,,,,,0,0,,,0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/17,224343,598056,0,0,,,,,0,0,,,6,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/17,216947,596387,0,0,,,,,0,0,,,0,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/17,234686,598877,0,0,,,,,0,0,,,12,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/17,204761,605278,0,0,,,,,0,0,,,0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/17,198014,612963,0,0,,,,,0,0,,,30,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/17,346314,599683,0,0,,,,,0,0,,,55,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/17,288382,608135,0,0,,,,,0,0,,,25,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/17,280153,614258,0,0,,,,,0,0,,,20,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/17,316571,612092,0,0,,,,,0,0,,,53,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/17,307970,605277,0,0,,,,,0,0,,,26,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/17,569926,602460,0,0,,,,,0,0,,,146,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/17,366062,586548,0,0,,,,,0,0,,,57,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/17,272704,507429,0,0,,,,,0,0,,,32,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/17,308724,501032,0,0,,,,,0,0,,,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/17,289181,500847,0,0,,,,,0,0,,,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/17,261498,517194,0,0,,,,,0,0,,,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/17,181751,519955,0,0,,,,,0,0,,,34,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/17,206059,518337,0,0,,,,,0,0,,,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/17,200795,520246,0,0,,,,,0,0,,,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/17,280054,509003,0,0,,,,,0,0,,,23,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/17,213974,519563,0,0,,,,,0,0,,,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/17,274432,524727,0,0,,,,,0,0,,,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/17,249367,528770,0,0,,,,,0,0,,,11,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/17,335840,529791,0,0,,,,,0,0,,,50,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/17,317802,527061,2638,2638,,,,,0,0,,,50,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/17,494812,546371,102,2740,,,,,0,0,,,73,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/17,367682,530165,1273,4013,,,,,0,0,,,0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/17,376020,513934,0,4013,,,,,0,0,,,0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/17,254264,497537,0,4013,,,,,0,0,,,56,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/17,385639,472261,0,4013,,,,,0,0,,,65,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/17,338802,482506,0,4013,,,,,0,0,,,22,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/17,267679,437470,0,4013,,,,,0,0,,,27,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/17,254332,445635,0,4013,,,,,0,0,,,0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/17,420659,471984,0,102,,,,,0,0,,,26,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/17,265899,495775,0,102,,,,,0,0,,,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/17,234165,502455,0,102,,,,,0,0,,,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/17,183434,506024,0,102,,,,,0,0,,,30,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/17,207393,508421,0,102,,,,,0,0,,,66,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/17,226503,531140,0,102,,,,,0,0,,,88,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/17,215722,542688,0,102,,,,,0,0,,,2,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/17,218978,542440,6877,6979,,,,,0,0,,,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/17,266892,557037,0,6979,,,,,0,0,,,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/17,224029,563176,0,6979,,,,,0,0,,,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/17,235786,585205,0,6979,,,,,0,0,,,18,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/17,303438,599520,0,6979,,,,,0,0,,,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/17,205936,615618,0,6979,,,,,0,0,,,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/17,384647,607017,5117,12096,,,,,0,0,,,14,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/17,287982,612226,0,12096,,,,,0,0,,,14,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/17,278902,612899,0,12096,,,,,0,0,,,4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/17,368285,621514,0,12096,,,,,0,0,,,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/17,741790,590775,0,12096,,,,,0,0,,,32,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/17,537859,513766,6218,18314,,,,,0,0,,,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/17,476061,513520,0,18314,,,,,0,0,,,91,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/17,275175,517559,0,18212,,,,,0,0,,,5,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
